TimeSeries ID,instance/network/received_bytes_count.gce_instance.ALIGN_RATE.REDUCE_SUM.metric.type="compute.googleapis.com/instance/network/received_bytes_count" resource.type="gce_instance" resource.labels."instance_id"="1345602841643241709" resource.labels."zone"="europe-central2-c" AND resource.labels."project_id"="ddls-owen-gombas".60s.project_id:ddls-owen-gombas.instance_name:instance-20240520-173618
Wed May 22 2024 14:23:00 GMT+0200 (Central European Summer Time),4646284.733333333
Wed May 22 2024 14:24:00 GMT+0200 (Central European Summer Time),4492981.983333333
Wed May 22 2024 14:25:00 GMT+0200 (Central European Summer Time),3990942.1333333333
Wed May 22 2024 14:26:00 GMT+0200 (Central European Summer Time),4135037.6166666667
Wed May 22 2024 14:27:00 GMT+0200 (Central European Summer Time),3825934.4833333334
Wed May 22 2024 14:28:00 GMT+0200 (Central European Summer Time),3850130.55
Wed May 22 2024 14:29:00 GMT+0200 (Central European Summer Time),3844787.9
Wed May 22 2024 14:30:00 GMT+0200 (Central European Summer Time),4005942.3833333333
Wed May 22 2024 14:31:00 GMT+0200 (Central European Summer Time),4451884.516666667
Wed May 22 2024 14:32:00 GMT+0200 (Central European Summer Time),3816868.5166666666
Wed May 22 2024 14:33:00 GMT+0200 (Central European Summer Time),3808086.3833333333
Wed May 22 2024 14:34:00 GMT+0200 (Central European Summer Time),3611914.816666667
Wed May 22 2024 14:35:00 GMT+0200 (Central European Summer Time),4176184.6
Wed May 22 2024 14:36:00 GMT+0200 (Central European Summer Time),4340579.4
Wed May 22 2024 14:37:00 GMT+0200 (Central European Summer Time),4110738.6166666667
Wed May 22 2024 14:38:00 GMT+0200 (Central European Summer Time),4063619.7333333334
Wed May 22 2024 14:39:00 GMT+0200 (Central European Summer Time),4202230.783333333
Wed May 22 2024 14:40:00 GMT+0200 (Central European Summer Time),4148324.683333333
Wed May 22 2024 14:41:00 GMT+0200 (Central European Summer Time),4019824.45
Wed May 22 2024 14:42:00 GMT+0200 (Central European Summer Time),4579093.65
Wed May 22 2024 14:43:00 GMT+0200 (Central European Summer Time),4561424.016666667
Wed May 22 2024 14:44:00 GMT+0200 (Central European Summer Time),4220391.3
Wed May 22 2024 14:45:00 GMT+0200 (Central European Summer Time),3854180.0833333335
Wed May 22 2024 14:46:00 GMT+0200 (Central European Summer Time),3831281.8333333335
Wed May 22 2024 14:47:00 GMT+0200 (Central European Summer Time),3852253.55
Wed May 22 2024 14:48:00 GMT+0200 (Central European Summer Time),4090477
Wed May 22 2024 14:49:00 GMT+0200 (Central European Summer Time),4566605.066666666
Wed May 22 2024 14:50:00 GMT+0200 (Central European Summer Time),3852898.066666667
Wed May 22 2024 14:51:00 GMT+0200 (Central European Summer Time),3771869.25
Wed May 22 2024 14:52:00 GMT+0200 (Central European Summer Time),3579421.6333333333
Wed May 22 2024 14:53:00 GMT+0200 (Central European Summer Time),3904968.55
Wed May 22 2024 14:54:00 GMT+0200 (Central European Summer Time),4232008.983333333
Wed May 22 2024 14:55:00 GMT+0200 (Central European Summer Time),4235130.383333334
Wed May 22 2024 14:56:00 GMT+0200 (Central European Summer Time),3979092.55
Wed May 22 2024 14:57:00 GMT+0200 (Central European Summer Time),4228624.483333333
Wed May 22 2024 14:58:00 GMT+0200 (Central European Summer Time),4206256.083333333
Wed May 22 2024 14:59:00 GMT+0200 (Central European Summer Time),3979040.3
Wed May 22 2024 15:00:00 GMT+0200 (Central European Summer Time),4140753.25
Wed May 22 2024 15:01:00 GMT+0200 (Central European Summer Time),4231217.966666667
Wed May 22 2024 15:02:00 GMT+0200 (Central European Summer Time),4300333.166666667
Wed May 22 2024 15:03:00 GMT+0200 (Central European Summer Time),3989975.7333333334
Wed May 22 2024 15:04:00 GMT+0200 (Central European Summer Time),4225875.683333334
Wed May 22 2024 15:05:00 GMT+0200 (Central European Summer Time),4184925.5
Wed May 22 2024 15:06:00 GMT+0200 (Central European Summer Time),4001385.1666666665
Wed May 22 2024 15:07:00 GMT+0200 (Central European Summer Time),4501547.466666667
Wed May 22 2024 15:08:00 GMT+0200 (Central European Summer Time),4528973.816666666
Wed May 22 2024 15:09:00 GMT+0200 (Central European Summer Time),4233947.45
Wed May 22 2024 15:10:00 GMT+0200 (Central European Summer Time),4140320.65
Wed May 22 2024 15:11:00 GMT+0200 (Central European Summer Time),3531578.216666667
Wed May 22 2024 15:12:00 GMT+0200 (Central European Summer Time),3865683.5
Wed May 22 2024 15:13:00 GMT+0200 (Central European Summer Time),4054217.0833333335
Wed May 22 2024 15:14:00 GMT+0200 (Central European Summer Time),4094649.4166666665
Wed May 22 2024 15:15:00 GMT+0200 (Central European Summer Time),1816652.15
Wed May 22 2024 15:16:00 GMT+0200 (Central European Summer Time),821.2166666666667
Wed May 22 2024 15:17:00 GMT+0200 (Central European Summer Time),1487.0166666666667
Wed May 22 2024 15:18:00 GMT+0200 (Central European Summer Time),3244.5333333333333
Wed May 22 2024 15:19:00 GMT+0200 (Central European Summer Time),11588.733333333334
Wed May 22 2024 15:20:00 GMT+0200 (Central European Summer Time),30524.15
Wed May 22 2024 15:21:00 GMT+0200 (Central European Summer Time),30656.666666666668
